web-scraper-order,web-scraper-start-url,sequences,sequences-href
"1663256040-3506","http://www.allergenonline.org/databasebrowse.shtml","980951561","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=980951561"
"1663256040-3507","http://www.allergenonline.org/databasebrowse.shtml","980951555","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=980951555"
"1663256040-3508","http://www.allergenonline.org/databasebrowse.shtml","980951550","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=980951550"
"1663256040-3509","http://www.allergenonline.org/databasebrowse.shtml","980951548","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=980951548"
"1663256040-3510","http://www.allergenonline.org/databasebrowse.shtml","980951518","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=980951518"
"1663256040-3511","http://www.allergenonline.org/databasebrowse.shtml","363805423","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=363805423"
"1663256040-3512","http://www.allergenonline.org/databasebrowse.shtml","288819271","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=288819271"
"1663256040-3513","http://www.allergenonline.org/databasebrowse.shtml","558698675","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=558698675"
"1663256040-3514","http://www.allergenonline.org/databasebrowse.shtml","308191450","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=308191450"
"1663256040-3515","http://www.allergenonline.org/databasebrowse.shtml","308191461","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=308191461"
"1663256040-3516","http://www.allergenonline.org/databasebrowse.shtml","308191474","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=308191474"
"1663256040-3517","http://www.allergenonline.org/databasebrowse.shtml","308191475","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=308191475"
"1663256040-3518","http://www.allergenonline.org/databasebrowse.shtml","3445490","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=3445490"
"1663256040-3519","http://www.allergenonline.org/databasebrowse.shtml","3445492","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=3445492"
"1663256040-3520","http://www.allergenonline.org/databasebrowse.shtml","4587985","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=4587985"
"1663256040-3521","http://www.allergenonline.org/databasebrowse.shtml","1261972","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1261972"
"1663256040-3522","http://www.allergenonline.org/databasebrowse.shtml","28564467","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=28564467"
"1663256040-3523","http://www.allergenonline.org/databasebrowse.shtml","28569698","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=28569698"
"1663256040-3524","http://www.allergenonline.org/databasebrowse.shtml","78038796","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=78038796"
"1663256040-3525","http://www.allergenonline.org/databasebrowse.shtml","4138171","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=4138171"
"1663256040-3526","http://www.allergenonline.org/databasebrowse.shtml","4138173","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=4138173"
"1663256040-3527","http://www.allergenonline.org/databasebrowse.shtml","4138175","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=4138175"
"1663256040-3528","http://www.allergenonline.org/databasebrowse.shtml","7271239","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=7271239"
"1663256040-3529","http://www.allergenonline.org/databasebrowse.shtml","19069920","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=19069920"
"1663256040-3530","http://www.allergenonline.org/databasebrowse.shtml","465797105","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=465797105"
"1663256040-3531","http://www.allergenonline.org/databasebrowse.shtml","465795607","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=465795607"
"1663256040-3532","http://www.allergenonline.org/databasebrowse.shtml","465793078","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=465793078"
"1663256040-3533","http://www.allergenonline.org/databasebrowse.shtml","465794772","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=465794772"
"1663256040-3534","http://www.allergenonline.org/databasebrowse.shtml","1129841119","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1129841119"
"1663256040-3535","http://www.allergenonline.org/databasebrowse.shtml","465794420","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=465794420"
"1663256040-3536","http://www.allergenonline.org/databasebrowse.shtml","1313966","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1313966"
"1663256040-3537","http://www.allergenonline.org/databasebrowse.shtml","1313968","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1313968"
"1663256040-3538","http://www.allergenonline.org/databasebrowse.shtml","1313970","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1313970"
"1663256040-3539","http://www.allergenonline.org/databasebrowse.shtml","1313972","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1313972"
"1663256040-3540","http://www.allergenonline.org/databasebrowse.shtml","2443824","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=2443824"
"1663256040-3541","http://www.allergenonline.org/databasebrowse.shtml","4590364","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=4590364"
"1663256040-3542","http://www.allergenonline.org/databasebrowse.shtml","4590366","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=4590366"
"1663256040-3543","http://www.allergenonline.org/databasebrowse.shtml","4590368","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=4590368"
"1663256040-3544","http://www.allergenonline.org/databasebrowse.shtml","4590376","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=4590376"
"1663256040-3545","http://www.allergenonline.org/databasebrowse.shtml","4590378","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=4590378"
"1663256040-3546","http://www.allergenonline.org/databasebrowse.shtml","4590380","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=4590380"
"1663256040-3547","http://www.allergenonline.org/databasebrowse.shtml","4590382","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=4590382"
"1663256040-3548","http://www.allergenonline.org/databasebrowse.shtml","4590388","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=4590388"
"1663256040-3549","http://www.allergenonline.org/databasebrowse.shtml","21685277","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=21685277"
"1663256040-3550","http://www.allergenonline.org/databasebrowse.shtml","27922941","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=27922941"
"1663256040-3551","http://www.allergenonline.org/databasebrowse.shtml","4768879","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=4768879"
"1663256040-3552","http://www.allergenonline.org/databasebrowse.shtml","862307","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=862307"
"1663256040-3553","http://www.allergenonline.org/databasebrowse.shtml","886683","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=886683"
"1663256040-3554","http://www.allergenonline.org/databasebrowse.shtml","747852","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=747852"
"1663256040-3555","http://www.allergenonline.org/databasebrowse.shtml","15418742","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=15418742"
"1663256040-3556","http://www.allergenonline.org/databasebrowse.shtml","15418744","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=15418744"
"1663256040-3557","http://www.allergenonline.org/databasebrowse.shtml","15418738","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=15418738"
"1663256040-3558","http://www.allergenonline.org/databasebrowse.shtml","1478293","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1478293"
"1663256040-3559","http://www.allergenonline.org/databasebrowse.shtml","60418842","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=60418842"
"1663256040-3560","http://www.allergenonline.org/databasebrowse.shtml","60418848","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=60418848"
"1663256040-3561","http://www.allergenonline.org/databasebrowse.shtml","30316292","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=30316292"
"1663256040-3562","http://www.allergenonline.org/databasebrowse.shtml","218059718","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=218059718"
"1663256040-3563","http://www.allergenonline.org/databasebrowse.shtml","218059715","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=218059715"
"1663256040-3564","http://www.allergenonline.org/databasebrowse.shtml","392507603","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=392507603"
"1663256040-3565","http://www.allergenonline.org/databasebrowse.shtml","3643249","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=3643249"
"1663256040-3566","http://www.allergenonline.org/databasebrowse.shtml","1109403341","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1109403341"
"1663256040-3567","http://www.allergenonline.org/databasebrowse.shtml","6715522","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=6715522"
"1663256040-3568","http://www.allergenonline.org/databasebrowse.shtml","50659891","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=50659891"
"1663256040-3569","http://www.allergenonline.org/databasebrowse.shtml","50659889","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=50659889"
"1663256040-3570","http://www.allergenonline.org/databasebrowse.shtml","50659885","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=50659885"
"1663256040-3571","http://www.allergenonline.org/databasebrowse.shtml","50659879","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=50659879"
"1663256040-3572","http://www.allergenonline.org/databasebrowse.shtml","50659859","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=50659859"
"1663256040-3573","http://www.allergenonline.org/databasebrowse.shtml","38492338","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=38492338"
"1663256040-3574","http://www.allergenonline.org/databasebrowse.shtml","28881453","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=28881453"
"1663256040-3575","http://www.allergenonline.org/databasebrowse.shtml","28881457","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=28881457"
"1663256040-3576","http://www.allergenonline.org/databasebrowse.shtml","28881455","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=28881455"
"1663256040-3577","http://www.allergenonline.org/databasebrowse.shtml","60418854","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=60418854"
"1663256040-3578","http://www.allergenonline.org/databasebrowse.shtml","60418858","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=60418858"
"1663256040-3579","http://www.allergenonline.org/databasebrowse.shtml","60418862","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=60418862"
"1663256040-3580","http://www.allergenonline.org/databasebrowse.shtml","60418866","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=60418866"
"1663256040-3581","http://www.allergenonline.org/databasebrowse.shtml","164510842","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=164510842"
"1663256040-3582","http://www.allergenonline.org/databasebrowse.shtml","164510858","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=164510858"
"1663256040-3583","http://www.allergenonline.org/databasebrowse.shtml","164510860","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=164510860"
"1663256040-3584","http://www.allergenonline.org/databasebrowse.shtml","218059730","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=218059730"
"1663256040-3585","http://www.allergenonline.org/databasebrowse.shtml","218059733","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=218059733"
"1663256040-3586","http://www.allergenonline.org/databasebrowse.shtml","218059728","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=218059728"
"1663256040-3587","http://www.allergenonline.org/databasebrowse.shtml","4761584","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=4761584"
"1663256040-3588","http://www.allergenonline.org/databasebrowse.shtml","4761586","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=4761586"
"1663256040-3589","http://www.allergenonline.org/databasebrowse.shtml","4761588","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=4761588"
"1663256040-3590","http://www.allergenonline.org/databasebrowse.shtml","21585695","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=21585695"
"1663256040-3591","http://www.allergenonline.org/databasebrowse.shtml","332713934","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=332713934"
"1663256040-3592","http://www.allergenonline.org/databasebrowse.shtml","442580988","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=442580988"
"1663256040-3593","http://www.allergenonline.org/databasebrowse.shtml","442570282","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=442570282"
"1663256040-3594","http://www.allergenonline.org/databasebrowse.shtml","663434113","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=663434113"
"1663256040-3595","http://www.allergenonline.org/databasebrowse.shtml","125995159","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=125995159"
"1663256040-3596","http://www.allergenonline.org/databasebrowse.shtml","451935062","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=451935062"
"1663256040-3597","http://www.allergenonline.org/databasebrowse.shtml","2959898","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=2959898"
"1663256040-3598","http://www.allergenonline.org/databasebrowse.shtml","308191452","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=308191452"
"1663256040-3599","http://www.allergenonline.org/databasebrowse.shtml","308191453","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=308191453"
"1663256040-3600","http://www.allergenonline.org/databasebrowse.shtml","308191464","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=308191464"
"1663256040-3601","http://www.allergenonline.org/databasebrowse.shtml","308191465","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=308191465"
"1663256040-3602","http://www.allergenonline.org/databasebrowse.shtml","308191478","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=308191478"
"1663256040-3603","http://www.allergenonline.org/databasebrowse.shtml","308191488","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=308191488"
"1663256040-3604","http://www.allergenonline.org/databasebrowse.shtml","308191466","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=308191466"
"1663256040-3605","http://www.allergenonline.org/databasebrowse.shtml","308191455","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=308191455"
"1663256040-3606","http://www.allergenonline.org/databasebrowse.shtml","308191489","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=308191489"
"1663256040-3607","http://www.allergenonline.org/databasebrowse.shtml","131116","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=131116"
"1663256040-3608","http://www.allergenonline.org/databasebrowse.shtml","308191469","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=308191469"
"1663256040-3609","http://www.allergenonline.org/databasebrowse.shtml","308191457","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=308191457"
"1663256040-3610","http://www.allergenonline.org/databasebrowse.shtml","308191470","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=308191470"
"1663256040-3611","http://www.allergenonline.org/databasebrowse.shtml","308191483","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=308191483"
"1663256040-3612","http://www.allergenonline.org/databasebrowse.shtml","308191471","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=308191471"
"1663256040-3613","http://www.allergenonline.org/databasebrowse.shtml","308191484","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=308191484"
"1663256040-3614","http://www.allergenonline.org/databasebrowse.shtml","308191459","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=308191459"
"1663256040-3615","http://www.allergenonline.org/databasebrowse.shtml","308191472","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=308191472"
"1663256040-3616","http://www.allergenonline.org/databasebrowse.shtml","13124669","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=13124669"
"1663256040-3617","http://www.allergenonline.org/databasebrowse.shtml","81916647","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=81916647"
"1663256040-3618","http://www.allergenonline.org/databasebrowse.shtml","607633","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=607633"
"1663256040-3619","http://www.allergenonline.org/databasebrowse.shtml","9954253","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=9954253"
"1663256040-3620","http://www.allergenonline.org/databasebrowse.shtml","610664572","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=610664572"
"1663256040-3621","http://www.allergenonline.org/databasebrowse.shtml","54311115","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=54311115"
"1663256040-3622","http://www.allergenonline.org/databasebrowse.shtml","54311119","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=54311119"
"1663256040-3623","http://www.allergenonline.org/databasebrowse.shtml","288561913","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=288561913"
"1663256040-3624","http://www.allergenonline.org/databasebrowse.shtml","20178291","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=20178291"
"1663256040-3625","http://www.allergenonline.org/databasebrowse.shtml","295910","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=295910"
"1663256040-3626","http://www.allergenonline.org/databasebrowse.shtml","980952242","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=980952242"
"1663256040-3627","http://www.allergenonline.org/databasebrowse.shtml","199881","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=199881"
"1663256040-3628","http://www.allergenonline.org/databasebrowse.shtml","14161635","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=14161635"
"1663256040-3629","http://www.allergenonline.org/databasebrowse.shtml","83754908","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=83754908"
"1663256040-3630","http://www.allergenonline.org/databasebrowse.shtml","88191901","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=88191901"
"1663256040-3631","http://www.allergenonline.org/databasebrowse.shtml","17932710","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=17932710"
"1663256040-3632","http://www.allergenonline.org/databasebrowse.shtml","6073860","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=6073860"
"1663256040-3633","http://www.allergenonline.org/databasebrowse.shtml","1446210823","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1446210823"
"1663256040-3634","http://www.allergenonline.org/databasebrowse.shtml","1446210825","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1446210825"
"1663256040-3635","http://www.allergenonline.org/databasebrowse.shtml","51241753","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=51241753"
"1663256040-3636","http://www.allergenonline.org/databasebrowse.shtml","1911819","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1911819"
"1663256040-3637","http://www.allergenonline.org/databasebrowse.shtml","312284","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=312284"
"1663256040-3638","http://www.allergenonline.org/databasebrowse.shtml","1587177","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1587177"
"1663256040-3639","http://www.allergenonline.org/databasebrowse.shtml","1438761","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1438761"
"1663256040-3640","http://www.allergenonline.org/databasebrowse.shtml","219806590","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=219806590"
"1663256040-3641","http://www.allergenonline.org/databasebrowse.shtml","57283139","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=57283139"
"1663256040-3642","http://www.allergenonline.org/databasebrowse.shtml","57283137","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=57283137"
"1663256040-3643","http://www.allergenonline.org/databasebrowse.shtml","83715936","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=83715936"
"1663256040-3644","http://www.allergenonline.org/databasebrowse.shtml","589912881","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=589912881"
"1663256040-3645","http://www.allergenonline.org/databasebrowse.shtml","449061783","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=449061783"
"1663256040-3646","http://www.allergenonline.org/databasebrowse.shtml","14424429","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=14424429"
"1663256040-3647","http://www.allergenonline.org/databasebrowse.shtml","1362128","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1362128"
"1663256040-3648","http://www.allergenonline.org/databasebrowse.shtml","1362129","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1362129"
"1663256040-3649","http://www.allergenonline.org/databasebrowse.shtml","1362130","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1362130"
"1663256040-3650","http://www.allergenonline.org/databasebrowse.shtml","1362131","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1362131"
"1663256040-3651","http://www.allergenonline.org/databasebrowse.shtml","1362132","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1362132"
"1663256040-3652","http://www.allergenonline.org/databasebrowse.shtml","1362133","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1362133"
"1663256040-3653","http://www.allergenonline.org/databasebrowse.shtml","1362136","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1362136"
"1663256040-3654","http://www.allergenonline.org/databasebrowse.shtml","1362137","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=1362137"
"1663256040-3655","http://www.allergenonline.org/databasebrowse.shtml","2465127","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=2465127"
"1663256040-3656","http://www.allergenonline.org/databasebrowse.shtml","2465129","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=2465129"
"1663256040-3657","http://www.allergenonline.org/databasebrowse.shtml","2465131","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=2465131"
"1663256040-3658","http://www.allergenonline.org/databasebrowse.shtml","13195753","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=13195753"
"1663256040-3659","http://www.allergenonline.org/databasebrowse.shtml","37724597","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=37724597"
"1663256040-3660","http://www.allergenonline.org/databasebrowse.shtml","37724593","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=37724593"
"1663256040-3661","http://www.allergenonline.org/databasebrowse.shtml","37548753","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=37548753"
"1663256040-3662","http://www.allergenonline.org/databasebrowse.shtml","33329758","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=33329758"
"1663256040-3663","http://www.allergenonline.org/databasebrowse.shtml","33329756","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=33329756"
"1663256040-3664","http://www.allergenonline.org/databasebrowse.shtml","33329754","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=33329754"
"1663256040-3665","http://www.allergenonline.org/databasebrowse.shtml","33329752","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=33329752"
"1663256040-3666","http://www.allergenonline.org/databasebrowse.shtml","33329750","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=33329750"
"1663256040-3667","http://www.allergenonline.org/databasebrowse.shtml","33329748","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=33329748"
"1663256040-3668","http://www.allergenonline.org/databasebrowse.shtml","33329744","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=33329744"
"1663256040-3669","http://www.allergenonline.org/databasebrowse.shtml","33329738","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=33329738"
"1663256040-3670","http://www.allergenonline.org/databasebrowse.shtml","33329732","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=33329732"
"1663256040-3671","http://www.allergenonline.org/databasebrowse.shtml","33325115","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=33325115"
"1663256040-3672","http://www.allergenonline.org/databasebrowse.shtml","145313982","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=145313982"
"1663256040-3673","http://www.allergenonline.org/databasebrowse.shtml","145313984","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=145313984"
"1663256040-3674","http://www.allergenonline.org/databasebrowse.shtml","145313988","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=145313988"
"1663256040-3675","http://www.allergenonline.org/databasebrowse.shtml","145313990","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=145313990"
"1663256040-3676","http://www.allergenonline.org/databasebrowse.shtml","145313992","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=145313992"
"1663256040-3677","http://www.allergenonline.org/databasebrowse.shtml","29465664","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=29465664"
"1663256040-3678","http://www.allergenonline.org/databasebrowse.shtml","68270856","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=68270856"
"1663256040-3679","http://www.allergenonline.org/databasebrowse.shtml","269996495","http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?db=protein&val=269996495"
